Thermocouple 0 (deg C)	Thermocouple 1 (deg C)	Thermocouple 2 (deg C)	Thermocouple 3 (deg C)
22.519	25.104	26.489	-12.099
24.819	26.798	28.296	-10.686
24.440	26.302	26.680	-10.761
24.370	27.568	27.935	-10.540
23.591	26.673	27.992	-10.822
23.178	25.396	27.397	-11.157
23.626	27.114	26.703	-10.931
24.581	26.967	27.159	-10.368
22.530	26.519	27.677	-11.212
23.630	27.660	27.799	-10.659
24.195	27.020	27.664	-10.829
23.356	26.491	27.188	-10.247
21.557	25.771	26.357	-12.109
23.461	26.781	27.950	-10.865
22.157	25.522	25.442	-11.732
23.339	24.375	26.876	-11.900
25.053	27.448	28.010	-10.517
22.145	26.081	26.748	-12.235
23.517	24.426	26.692	-11.830
22.941	24.937	26.335	-11.490
22.876	25.887	26.114	-11.227
23.943	25.426	27.130	-11.757
23.624	25.620	27.453	-11.303
23.657	25.636	26.957	-10.734
22.146	26.552	25.791	-11.975
23.813	25.169	27.047	-11.414
22.171	25.371	25.641	-11.829
23.106	26.598	26.966	-10.948
24.128	27.428	28.242	-10.456
25.402	27.139	27.613	-10.343
24.557	26.271	27.534	-10.285
24.504	26.365	26.574	-10.707
23.093	25.735	25.175	-12.358
22.635	25.629	27.526	-11.387
23.116	27.148	26.357	-11.182
23.405	26.039	25.291	-12.480
22.948	26.101	26.267	-11.321
25.183	26.322	29.035	-10.323
23.859	27.802	27.652	-10.482
22.691	25.832	25.461	-11.831
22.338	26.323	25.856	-11.899
23.350	25.450	26.825	-12.589
24.370	26.895	27.647	-10.651
23.155	24.973	26.833	-12.248
22.571	24.243	26.271	-12.209
24.408	27.565	27.517	-10.438
21.986	25.098	26.065	-12.548
24.870	26.926	28.479	-10.883
22.620	24.118	26.217	-12.651
22.170	25.217	26.273	-12.494
23.279	27.592	26.748	-11.011
22.735	24.928	25.137	-12.436
23.983	25.338	26.473	-12.162
22.806	25.679	26.382	-11.482
25.784	26.524	28.904	-10.435
22.376	26.005	27.716	-11.732
23.181	25.805	26.497	-11.233
24.713	27.786	28.267	-10.412
24.154	24.964	27.539	-11.777
23.766	25.512	27.695	-11.672
23.701	25.099	25.990	-11.449
23.683	25.029	26.698	-11.815
25.144	26.780	28.064	-10.880
23.499	26.343	27.264	-12.375
22.610	25.995	27.459	-11.923
22.228	25.613	25.686	-12.573
24.507	26.971	26.301	-11.384
23.648	26.071	25.678	-12.266
23.944	26.200	26.894	-11.240
21.974	24.052	26.784	-12.604
22.595	25.823	26.258	-11.958
23.803	25.732	27.570	-11.150
25.075	28.137	26.803	-10.569
23.029	25.145	27.216	-11.602
24.930	27.213	26.656	-11.232
24.745	26.206	26.577	-11.233
23.658	24.887	27.236	-12.404
22.735	25.620	26.201	-11.569
23.495	26.449	26.141	-11.362
24.894	27.684	27.748	-10.858
25.152	26.081	26.818	-10.618
24.233	27.413	26.539	-11.044
24.359	26.677	27.569	-11.734
22.178	25.184	26.198	-12.820
24.180	25.698	27.595	-11.054
24.692	26.036	27.515	-11.176
25.075	26.253	26.166	-11.466
25.024	26.796	27.896	-11.408
23.067	24.968	26.314	-12.337
22.918	25.474	25.434	-12.481
23.195	25.140	27.071	-12.225
22.020	24.719	25.580	-13.042
22.523	25.840	26.363	-12.079
22.968	25.415	26.818	-12.961
24.659	26.443	27.674	-11.707
24.337	26.688	26.921	-12.185
23.046	25.050	26.023	-12.929
23.910	25.435	25.416	-12.380
23.073	24.920	25.970	-12.328
22.331	26.121	25.447	-12.810
23.802	27.648	28.525	-11.138
24.178	25.671	26.715	-12.168
24.469	26.047	26.265	-11.871
24.480	25.364	27.103	-12.350
23.777	24.594	25.026	-12.835
23.897	25.917	28.376	-11.012
23.225	24.517	27.098	-12.448
22.331	26.320	25.160	-12.488
25.486	27.457	27.483	-11.137
24.349	27.385	26.851	-11.541
24.058	26.225	25.621	-12.146
24.827	26.402	27.424	-11.446
23.497	26.173	26.150	-11.747
23.714	25.592	25.971	-12.246
24.733	26.866	27.776	-11.017
23.710	26.265	26.152	-11.464
23.080	25.812	27.294	-11.891
24.030	25.561	27.903	-11.820
22.883	26.722	26.626	-12.278
24.357	24.317	25.887	-12.647
21.733	26.086	25.647	-13.134
23.735	25.127	27.216	-11.840
22.408	26.235	25.798	-12.644
24.042	24.708	26.378	-12.719
23.661	25.337	26.746	-13.037
24.239	26.732	26.606	-11.978
24.001	25.706	25.471	-12.206
24.638	27.015	26.320	-12.150
24.406	27.406	27.597	-11.390
24.894	25.746	27.670	-11.961
24.820	25.482	27.636	-11.803
24.853	26.610	28.257	-11.197
24.531	27.469	28.132	-11.352
23.549	26.729	26.484	-12.096
23.128	25.199	27.484	-11.818
22.692	25.395	27.221	-12.456
25.272	27.152	26.835	-11.127
24.081	26.660	25.787	-12.433
23.638	25.194	25.204	-13.362
22.789	25.667	26.382	-13.121
24.509	25.817	28.051	-11.343
25.301	25.538	26.137	-11.829
23.593	26.416	27.267	-12.168
22.993	24.795	26.318	-12.346
24.557	24.820	25.604	-12.538
24.163	25.876	28.050	-11.695
24.914	25.196	26.549	-12.141
22.164	26.198	26.690	-13.160
25.083	27.616	28.433	-11.364
25.667	27.535	27.727	-11.524
23.132	23.951	24.762	-13.471
25.802	25.838	27.379	-11.333
23.900	25.297	25.468	-12.422
22.612	24.371	27.127	-12.795
25.191	27.182	28.098	-11.694
23.887	25.687	27.426	-11.976
23.698	26.862	27.339	-12.430
25.372	27.131	27.506	-11.269
24.349	25.855	25.618	-12.188
23.424	26.653	26.800	-12.007
24.717	27.166	28.231	-11.364
23.801	24.660	24.970	-13.140
24.768	27.239	27.384	-11.508
24.503	25.429	27.088	-12.845
23.917	25.774	27.734	-12.000
24.519	24.751	26.551	-12.594
23.770	27.591	28.042	-11.403
22.326	26.215	24.911	-13.280
23.164	25.634	25.616	-12.973
23.120	25.987	24.469	-13.429
24.079	25.229	26.757	-12.221
25.390	26.565	27.857	-11.489
21.957	25.911	26.051	-13.381
23.055	25.960	25.783	-13.399
24.550	27.610	27.659	-11.421
23.626	24.304	26.050	-13.328
24.253	25.547	27.135	-12.802
23.779	25.122	25.584	-12.721
23.447	26.297	25.874	-12.863
25.052	27.231	27.815	-12.158
23.614	24.902	25.456	-13.018
24.606	25.968	25.481	-12.596
23.276	23.796	24.601	-13.656
22.689	24.853	25.145	-12.854
23.302	26.332	27.309	-12.319
23.171	25.047	25.977	-13.242
23.962	25.512	27.675	-11.937
23.784	25.330	26.624	-13.340
24.008	25.538	26.654	-12.867
23.405	26.733	27.031	-12.719
24.911	26.774	26.103	-11.831
25.630	26.895	28.013	-11.564
24.543	26.023	26.793	-13.141
22.907	24.512	26.136	-13.682
24.976	25.122	26.362	-12.331
24.982	26.929	26.719	-12.635
24.529	25.764	25.422	-12.981
23.911	25.968	25.689	-13.357
22.856	24.885	26.625	-12.961
24.164	25.673	26.708	-11.996
24.840	26.437	26.549	-12.719
24.208	26.721	27.764	-12.225
22.736	25.947	24.610	-13.548
24.061	26.555	27.764	-11.925
23.857	25.534	25.891	-12.664
25.486	27.510	28.076	-11.974
25.155	26.747	26.190	-12.622
25.615	26.094	26.556	-11.871
23.294	25.973	26.517	-13.311
24.423	26.650	27.672	-12.239
23.660	26.644	26.057	-12.483
23.271	24.588	25.602	-13.398
23.636	25.791	26.845	-13.101
24.003	25.828	26.963	-12.109
25.550	26.214	26.234	-11.811
23.262	25.827	26.003	-13.242
22.970	24.771	26.523	-13.544
25.931	26.470	27.387	-11.737
24.934	26.342	25.533	-12.769
22.866	25.536	24.675	-13.511
23.996	26.324	26.012	-12.013
